,Organism,Protein Length
1497,Organism1,213
1498,Organism1,42
1499,Organism1,319
1500,Organism1,336
1501,Organism1,245
1502,Organism1,276
1503,Organism1,167
1504,Organism1,38
1505,Organism1,481
1506,Organism1,511
1507,Organism1,262
1508,Organism1,97
1509,Organism1,131
1510,Organism1,114
1511,Organism1,236
1512,Organism1,203
1513,Organism1,259
1514,Organism1,178
1515,Organism1,110
1516,Organism1,681
1517,Organism1,45
1518,Organism1,200
1519,Organism1,231
1520,Organism1,49
1521,Organism1,489
1522,Organism1,152
1523,Organism1,303
1524,Organism1,554
1525,Organism1,152
1526,Organism1,281
1527,Organism1,665
1528,Organism1,171
1529,Organism1,55
1530,Organism1,273
1531,Organism1,219
1532,Organism1,56
1533,Organism1,228
1534,Organism1,179
1535,Organism1,107
1536,Organism1,159
1537,Organism1,270
1538,Organism1,418
1539,Organism1,229
1540,Organism1,146
1541,Organism1,371
1542,Organism1,53
1543,Organism1,127
1544,Organism1,350
1545,Organism1,289
1546,Organism1,62
1547,Organism1,229
1548,Organism1,173
1549,Organism1,166
1550,Organism1,425
1551,Organism1,721
1552,Organism1,483
1553,Organism1,121
1554,Organism1,232
1555,Organism1,267
1556,Organism1,465
1557,Organism1,107
1558,Organism1,200
1559,Organism1,360
1560,Organism1,321
1561,Organism1,46
1562,Organism1,198
1563,Organism1,218
1564,Organism1,195
1565,Organism1,148
1566,Organism1,43
1567,Organism1,145
1568,Organism1,104
1569,Organism1,53
1570,Organism1,97
1571,Organism1,84
1572,Organism1,327
1573,Organism1,298
1574,Organism1,66
1575,Organism1,258
1576,Organism1,209
1577,Organism1,488
1578,Organism1,173
1579,Organism1,174
1580,Organism1,386
1581,Organism1,153
1582,Organism1,201
1583,Organism1,446
1584,Organism1,40
1585,Organism1,62
1586,Organism1,86
1587,Organism1,79
1588,Organism1,79
1589,Organism1,152
1590,Organism1,70
1591,Organism1,338
1592,Organism1,312
1593,Organism1,438
1594,Organism1,205
1595,Organism1,547
1596,Organism1,277
1597,Organism1,198
1598,Organism1,40
1599,Organism1,176
1600,Organism1,88
1601,Organism1,514
1602,Organism1,72
1603,Organism1,489
1604,Organism1,199
1605,Organism1,92
1606,Organism1,446
1607,Organism1,313
1608,Organism1,47
1609,Organism1,321
1610,Organism1,222
1611,Organism1,363
1612,Organism1,129
1613,Organism1,222
1614,Organism1,195
1615,Organism1,37
1616,Organism1,130
1617,Organism1,225
1618,Organism1,181
1619,Organism1,231
1620,Organism1,222
1621,Organism1,190
1622,Organism1,211
1623,Organism1,99
1624,Organism1,372
1625,Organism1,186
1626,Organism1,167
1627,Organism1,193
1628,Organism1,109
1629,Organism1,390
1630,Organism1,243
1631,Organism1,243
1632,Organism1,44
1633,Organism1,99
1634,Organism1,235
1635,Organism1,49
1636,Organism1,42
1637,Organism1,199
1638,Organism1,221
1639,Organism1,251
1640,Organism1,51
1641,Organism1,273
1642,Organism1,39
1643,Organism1,895
1644,Organism1,375
1645,Organism1,84
1646,Organism1,154
1647,Organism1,66
1648,Organism1,181
1649,Organism1,91
1650,Organism1,491
1651,Organism1,566
1652,Organism1,246
1653,Organism1,200
1654,Organism1,172
1655,Organism1,297
1656,Organism1,84
1657,Organism1,333
1658,Organism1,49
1659,Organism1,303
1660,Organism1,141
1661,Organism1,164
1662,Organism1,69
1663,Organism1,216
1664,Organism1,37
1665,Organism1,413
1666,Organism1,137
1667,Organism1,78
1668,Organism1,328
1669,Organism1,504
1670,Organism1,96
1671,Organism1,112
1672,Organism1,253
1673,Organism1,111
1674,Organism1,624
1675,Organism1,252
1676,Organism1,46
1677,Organism1,201
1678,Organism1,51
1679,Organism1,42
1680,Organism1,143
1681,Organism1,296
1682,Organism1,72
1683,Organism1,252
1684,Organism1,52
1685,Organism1,442
1686,Organism1,47
1687,Organism1,359
1688,Organism1,270
1689,Organism1,83
1690,Organism1,100
1691,Organism1,161
1692,Organism1,129
1693,Organism1,79
1694,Organism1,366
1695,Organism1,56
1696,Organism1,471
1697,Organism1,135
1698,Organism1,408
1699,Organism1,334
1700,Organism1,213
1701,Organism1,351
1702,Organism1,334
1703,Organism1,633
1704,Organism1,294
1705,Organism1,318
1706,Organism1,132
1707,Organism1,520
1708,Organism1,454
1709,Organism1,110
1710,Organism1,295
1711,Organism1,342
1712,Organism1,208
1713,Organism1,192
1714,Organism1,176
1715,Organism1,451
1716,Organism1,79
1717,Organism1,269
1718,Organism1,246
1719,Organism1,220
1720,Organism1,334
1721,Organism1,422
1722,Organism1,425
1723,Organism1,55
1724,Organism1,142
1725,Organism1,90
1726,Organism1,62
1727,Organism1,46
1728,Organism1,49
1729,Organism1,178
1730,Organism1,196
1731,Organism1,449
1732,Organism1,43
1733,Organism1,143
1734,Organism1,300
1735,Organism1,96
1736,Organism1,207
1737,Organism1,362
1738,Organism1,682
1739,Organism1,297
1740,Organism1,142
1741,Organism1,84
1742,Organism1,193
1743,Organism1,137
1744,Organism1,293
1745,Organism1,123
1746,Organism1,376
1747,Organism1,477
1748,Organism1,477
1749,Organism1,85
1750,Organism1,114
1751,Organism1,339
1752,Organism1,217
1753,Organism1,107
1754,Organism1,198
1755,Organism1,45
1756,Organism1,150
1757,Organism1,96
1758,Organism1,39
1759,Organism1,46
1760,Organism1,43
1761,Organism1,49
1762,Organism1,312
1763,Organism1,440
1764,Organism1,168
1765,Organism1,72
1766,Organism1,190
1767,Organism1,288
1768,Organism1,335
1769,Organism1,198
1770,Organism1,273
1771,Organism1,80
1772,Organism1,193
1773,Organism1,205
1774,Organism1,90
1775,Organism1,74
1776,Organism1,44
1777,Organism1,59
1778,Organism1,227
1779,Organism1,322
1780,Organism1,44
1781,Organism1,276
1782,Organism1,102
1783,Organism1,399
1784,Organism1,48
1785,Organism1,64
1786,Organism1,348
1787,Organism1,222
1788,Organism1,247
1789,Organism1,64
1790,Organism1,171
1791,Organism1,467
1792,Organism1,500
1793,Organism1,444
1794,Organism1,48
1795,Organism1,338
1796,Organism1,199
1797,Organism1,128
1798,Organism1,137
1799,Organism1,51
1800,Organism1,661
1801,Organism1,170
1802,Organism1,151
1803,Organism1,38
1804,Organism1,528
1805,Organism1,256
1806,Organism1,94
1807,Organism1,95
1808,Organism1,42
1809,Organism1,123
1810,Organism1,344
1811,Organism1,156
1812,Organism1,67
1813,Organism1,37
1814,Organism1,178
1815,Organism1,270
1816,Organism1,336
1817,Organism1,455
1818,Organism1,42
1819,Organism1,284
1820,Organism1,372
1821,Organism1,292
1822,Organism1,151
1823,Organism1,437
1824,Organism1,106
1825,Organism1,163
1826,Organism1,169
1827,Organism1,268
1828,Organism1,342
1829,Organism1,152
1830,Organism1,184
1831,Organism1,411
1832,Organism1,240
1833,Organism1,162
1834,Organism1,236
1835,Organism1,164
1836,Organism1,46
1837,Organism1,85
1838,Organism1,327
1839,Organism1,59
1840,Organism1,219
1841,Organism1,80
1842,Organism1,316
1843,Organism1,592
1844,Organism1,45
1845,Organism1,334
1846,Organism1,261
1847,Organism1,238
1848,Organism1,211
1849,Organism1,292
1850,Organism1,486
1851,Organism1,233
1852,Organism1,42
1853,Organism1,118
1854,Organism1,109
1855,Organism1,269
1856,Organism1,113
1857,Organism1,55
1858,Organism1,267
1859,Organism1,84
1860,Organism1,248
1861,Organism1,122
1862,Organism1,368
1863,Organism1,303
1864,Organism1,132
1865,Organism1,189
1866,Organism1,107
1867,Organism1,388
1868,Organism1,333
1869,Organism1,41
1870,Organism1,51
1871,Organism1,234
1872,Organism1,438
1873,Organism1,213
1874,Organism1,124
1875,Organism1,131
1876,Organism1,47
1877,Organism1,42
1878,Organism1,37
1879,Organism1,64
1880,Organism1,271
1881,Organism1,98
1882,Organism1,69
1883,Organism1,424
1884,Organism1,64
1885,Organism1,220
1886,Organism1,364
1887,Organism1,235
1888,Organism1,42
1889,Organism1,183
1890,Organism1,184
1891,Organism1,232
1892,Organism1,41
1893,Organism1,176
1894,Organism1,266
1895,Organism1,46
1896,Organism1,84
1897,Organism1,163
1898,Organism1,253
1899,Organism1,275
1900,Organism1,1066
1901,Organism1,134
1902,Organism1,196
1903,Organism1,224
1904,Organism1,37
1905,Organism1,379
1906,Organism1,544
1907,Organism1,146
1908,Organism1,163
1909,Organism1,345
1910,Organism1,419
1911,Organism1,439
1912,Organism1,342
1913,Organism1,156
1914,Organism1,116
1915,Organism1,350
1916,Organism1,151
1917,Organism1,434
1918,Organism1,462
1919,Organism1,284
1920,Organism1,72
1921,Organism1,240
1922,Organism1,272
1923,Organism1,341
1924,Organism1,59
1925,Organism1,208
1926,Organism1,667
1927,Organism1,161
1928,Organism1,42
1929,Organism1,59
1930,Organism1,105
1931,Organism1,37
1932,Organism1,571
1933,Organism1,277
1934,Organism1,109
1935,Organism1,336
1936,Organism1,331
1937,Organism1,180
1938,Organism1,382
1939,Organism1,300
1940,Organism1,329
1941,Organism1,118
1942,Organism1,334
1943,Organism1,122
1944,Organism1,274
1945,Organism1,304
1946,Organism1,396
1947,Organism1,135
1948,Organism1,181
1949,Organism1,431
1950,Organism1,322
1951,Organism1,182
1952,Organism1,145
1953,Organism1,150
1954,Organism1,255
1955,Organism1,467
1956,Organism1,413
1957,Organism1,129
1958,Organism1,189
1959,Organism1,236
1960,Organism1,152
1961,Organism1,148
1962,Organism1,232
1963,Organism1,712
1964,Organism1,259
1965,Organism1,106
1966,Organism1,41
1967,Organism1,352
1968,Organism1,78
1969,Organism1,344
1970,Organism1,180
1971,Organism1,37
1972,Organism1,162
1973,Organism1,285
1974,Organism1,63
1975,Organism1,61
1976,Organism1,41
1977,Organism1,141
1978,Organism1,93
1979,Organism1,96
1980,Organism1,775
1981,Organism1,109
1982,Organism1,132
1983,Organism1,172
1984,Organism1,345
1985,Organism1,475
1986,Organism1,482
1987,Organism1,142
1988,Organism1,252
1989,Organism1,119
1990,Organism1,45
1991,Organism1,109
1992,Organism1,166
1993,Organism1,517
1994,Organism1,253
1995,Organism1,155
1996,Organism1,298
1997,Organism1,427
1998,Organism1,231
1999,Organism1,56
2000,Organism1,246
2001,Organism1,51
2002,Organism1,336
2003,Organism1,245
2004,Organism1,37
2005,Organism1,366
2006,Organism1,252
2007,Organism1,131
2008,Organism1,48
2009,Organism1,311
2010,Organism1,58
2011,Organism1,55
2012,Organism1,75
2013,Organism1,518
2014,Organism1,270
2015,Organism1,84
2016,Organism1,143
2017,Organism1,274
2018,Organism1,383
2019,Organism1,130
2020,Organism1,49
2021,Organism1,329
2022,Organism1,605
2023,Organism1,309
2024,Organism1,532
2025,Organism1,137
2026,Organism1,144
2027,Organism1,266
2028,Organism1,237
2029,Organism1,300
2030,Organism1,224
2031,Organism1,64
2032,Organism1,48
2033,Organism1,305
2034,Organism1,172
2035,Organism1,180
2036,Organism1,342
2037,Organism1,60
2038,Organism1,150
2039,Organism1,90
2040,Organism1,79
2041,Organism1,124
2042,Organism1,218
2043,Organism1,105
2044,Organism1,51
2045,Organism1,121
2046,Organism1,77
2047,Organism1,40
2048,Organism1,66
2049,Organism1,220
2050,Organism1,99
2051,Organism1,144
2052,Organism1,91
2053,Organism1,109
2054,Organism1,383
2055,Organism1,183
2056,Organism1,192
2057,Organism1,48
2058,Organism1,248
2059,Organism1,96
2060,Organism1,153
2061,Organism1,109
2062,Organism1,280
2063,Organism1,116
2064,Organism1,93
2065,Organism1,152
2066,Organism1,456
2067,Organism1,221
2068,Organism1,183
2069,Organism1,113
2070,Organism1,347
2071,Organism1,177
2072,Organism1,210
2073,Organism1,714
2074,Organism1,80
2075,Organism1,166
2076,Organism1,321
2077,Organism1,175
2078,Organism1,271
2079,Organism1,47
2080,Organism1,39
2081,Organism1,190
2082,Organism1,379
2083,Organism1,120
2084,Organism1,120
2085,Organism1,269
2086,Organism1,136
2087,Organism1,68
2088,Organism1,254
2089,Organism1,308
2090,Organism1,59
2091,Organism1,38
2092,Organism1,273
2093,Organism1,718
2094,Organism1,93
2095,Organism1,365
2096,Organism1,370
2097,Organism1,224
2098,Organism1,182
2099,Organism1,90
2100,Organism1,296
2101,Organism1,369
2102,Organism1,237
2103,Organism1,433
2104,Organism1,137
2105,Organism1,216
2106,Organism1,224
2107,Organism1,187
2108,Organism1,149
2109,Organism1,397
2110,Organism1,283
2111,Organism1,232
2112,Organism1,256
2113,Organism1,200
2114,Organism1,45
2115,Organism1,171
2116,Organism1,41
2117,Organism1,90
2118,Organism1,98
2119,Organism1,197
2120,Organism1,561
2121,Organism1,57
2122,Organism1,100
2123,Organism1,368
2124,Organism1,90
2125,Organism1,194
2126,Organism1,231
2127,Organism1,155
2128,Organism1,168
2129,Organism1,220
2130,Organism1,243
2131,Organism1,81
2132,Organism1,85
2133,Organism1,50
2134,Organism1,50
2135,Organism1,649
2136,Organism1,73
2137,Organism1,188
2138,Organism1,59
2139,Organism1,192
2140,Organism1,457
2141,Organism1,398
2142,Organism1,265
2143,Organism1,391
2144,Organism1,336
2145,Organism1,1407
2146,Organism1,151
2147,Organism1,229
2148,Organism1,344
2149,Organism1,191
2150,Organism1,254
2151,Organism1,388
2152,Organism1,78
2153,Organism1,207
2154,Organism1,235
2155,Organism1,334
2156,Organism1,214
2157,Organism1,252
2158,Organism1,306
2159,Organism1,555
2160,Organism1,420
2161,Organism1,465
2162,Organism1,75
2163,Organism1,118
2164,Organism1,332
2165,Organism1,156
2166,Organism1,133
2167,Organism1,66
2168,Organism1,154
2169,Organism1,343
2170,Organism1,221
2171,Organism1,112
2172,Organism1,153
2173,Organism1,97
2174,Organism1,45
2175,Organism1,222
2176,Organism1,254
2177,Organism1,273
2178,Organism1,222
2179,Organism1,134
2180,Organism1,57
2181,Organism1,64
2182,Organism1,191
2183,Organism1,101
2184,Organism1,65
2185,Organism1,324
2186,Organism1,361
2187,Organism1,64
2188,Organism1,381
2189,Organism1,107
2190,Organism1,302
2191,Organism1,261
2192,Organism1,213
2193,Organism1,99
2194,Organism1,227
2195,Organism1,89
2196,Organism1,228
2197,Organism1,277
2198,Organism1,284
2199,Organism1,237
2200,Organism1,289
2201,Organism1,213
2202,Organism1,284
2203,Organism1,99
2204,Organism1,467
2205,Organism1,527
2206,Organism1,37
2207,Organism1,80
2208,Organism1,113
2209,Organism1,83
2210,Organism1,528
2211,Organism1,41
2212,Organism1,387
2213,Organism1,325
2214,Organism1,112
2215,Organism1,250
2216,Organism1,365
2217,Organism1,47
2218,Organism1,176
2219,Organism1,272
2220,Organism1,217
2221,Organism1,74
2222,Organism1,465
2223,Organism1,478
2224,Organism1,408
2225,Organism1,127
2226,Organism1,74
2227,Organism1,96
2228,Organism1,241
2229,Organism1,113
2230,Organism1,207
2231,Organism1,443
2232,Organism1,338
2233,Organism1,83
2234,Organism1,114
2235,Organism1,184
2236,Organism1,261
2237,Organism1,301
2238,Organism1,156
2239,Organism1,282
2240,Organism1,701
2241,Organism1,212
2242,Organism1,140
2243,Organism1,351
2244,Organism1,231
2245,Organism1,66
2246,Organism1,80
2247,Organism1,289
2248,Organism1,103
2249,Organism1,277
2250,Organism1,346
2251,Organism1,114
2252,Organism1,79
2253,Organism1,244
2254,Organism1,103
2255,Organism1,761
2256,Organism1,65
2257,Organism1,243
2258,Organism1,358
2259,Organism1,80
2260,Organism1,321
2261,Organism1,250
2262,Organism1,247
2263,Organism1,202
2264,Organism1,350
2265,Organism1,126
2266,Organism1,97
2267,Organism1,180
2268,Organism1,51
2269,Organism1,289
2270,Organism1,158
2271,Organism1,316
2272,Organism1,239
2273,Organism1,122
2274,Organism1,388
2275,Organism1,66
2276,Organism1,110
2277,Organism1,448
2278,Organism1,482
2279,Organism1,123
2280,Organism1,97
2281,Organism1,658
2282,Organism1,49
2283,Organism1,226
2284,Organism1,150
2285,Organism1,161
2286,Organism1,78
2287,Organism1,115
2288,Organism1,106
2289,Organism1,328
2290,Organism1,239
2291,Organism1,56
2292,Organism1,37
2293,Organism1,195
2294,Organism1,310
2295,Organism1,77
2296,Organism1,192
2297,Organism1,91
2298,Organism1,255
2299,Organism1,464
2300,Organism1,305
2301,Organism1,283
2302,Organism1,167
2303,Organism1,148
2304,Organism1,105
2305,Organism1,425
2306,Organism1,453
2307,Organism1,55
2308,Organism1,129
2309,Organism1,325
2310,Organism1,87
2311,Organism1,305
2312,Organism1,427
2313,Organism1,344
2314,Organism1,315
2315,Organism1,343
2316,Organism1,130
2317,Organism1,78
2318,Organism1,248
2319,Organism1,245
2320,Organism1,479
2321,Organism1,149
2322,Organism1,91
2323,Organism1,227
2324,Organism1,274
2325,Organism1,227
2326,Organism1,136
2327,Organism1,48
2328,Organism1,334
2329,Organism1,256
2330,Organism1,153
2331,Organism1,78
2332,Organism1,52
2333,Organism1,749
2334,Organism1,155
2335,Organism1,550
2336,Organism1,117
2337,Organism1,396
2338,Organism1,40
2339,Organism1,319
2340,Organism1,334
2341,Organism1,241
2342,Organism1,102
2343,Organism1,182
2344,Organism1,130
2345,Organism1,901
2346,Organism1,40
2347,Organism1,176
2348,Organism1,322
2349,Organism1,308
2350,Organism1,130
2351,Organism1,82
2352,Organism1,865
2353,Organism1,139
2354,Organism1,334
2355,Organism1,87
2356,Organism1,97
2357,Organism1,167
2358,Organism1,132
2359,Organism1,518
2360,Organism1,379
2361,Organism1,259
2362,Organism1,320
2363,Organism1,146
2364,Organism1,403
2365,Organism1,303
2366,Organism1,45
2367,Organism1,607
2368,Organism1,253
2369,Organism1,416
2370,Organism1,39
2371,Organism1,339
2372,Organism1,88
2373,Organism1,79
2374,Organism1,131
2375,Organism1,134
2376,Organism1,41
2377,Organism1,278
2378,Organism1,275
2379,Organism1,46
2380,Organism1,108
2381,Organism1,257
2382,Organism1,82
2383,Organism1,503
2384,Organism1,327
2385,Organism1,264
2386,Organism1,611
2387,Organism1,256
2388,Organism1,553
2389,Organism1,290
2390,Organism1,64
2391,Organism1,86
2392,Organism1,222
2393,Organism1,70
2394,Organism1,186
2395,Organism1,80
2396,Organism1,251
2397,Organism1,174
2398,Organism1,63
2399,Organism1,165
2400,Organism1,68
2401,Organism1,213
2402,Organism1,134
2403,Organism1,57
2404,Organism1,69
2405,Organism1,222
2406,Organism1,323
2407,Organism1,184
2408,Organism1,46
2409,Organism1,572
2410,Organism1,128
2411,Organism1,213
2412,Organism1,259
2413,Organism1,370
2414,Organism1,62
2415,Organism1,338
2416,Organism1,336
2417,Organism1,338
2418,Organism1,371
2419,Organism1,375
2420,Organism1,167
2421,Organism1,371
2422,Organism1,354
2423,Organism1,139
2424,Organism1,154
2425,Organism1,86
2426,Organism1,266
2427,Organism1,940
2428,Organism1,362
2429,Organism1,383
2430,Organism1,72
2431,Organism1,208
2432,Organism1,225
2433,Organism1,211
2434,Organism1,284
2435,Organism1,60
2436,Organism1,127
2437,Organism1,110
2438,Organism1,99
2439,Organism1,57
2440,Organism1,197
2441,Organism1,557
2442,Organism1,76
2443,Organism1,115
2444,Organism1,262
2445,Organism1,37
2446,Organism1,156
2447,Organism1,40
2448,Organism1,226
2449,Organism1,96
2450,Organism1,222
2451,Organism1,45
2452,Organism1,338
2453,Organism1,156
2454,Organism1,75
2455,Organism1,299
2456,Organism1,309
2457,Organism1,179
2458,Organism1,249
